po_line_id,po_id,part_id,qty,unit_price,line_amount
9000629,500069,20114,39.0,17.24,672.36
9000630,500897,20007,30.0,62.78,1883.4
9000631,500069,20274,5.0,20.7,103.5
9000632,500621,20314,17.0,12.04,204.68
9000633,500426,20334,18.0,33.44,601.92
9000634,500643,20035,43.0,18.77,807.11
9000635,500567,20310,47.0,37.77,1775.19
9000636,500442,20043,21.0,25.74,540.54
9000637,500600,20154,22.0,16.5,363.0
9000638,500136,20076,39.0,50.03,1951.17
9000639,500503,20077,6.0,14.89,89.34
9000640,500130,20100,16.0,5.48,87.68
9000641,500217,20029,2.0,34.07,68.14
9000642,500687,20038,1.0,24.78,24.78
9000643,500170,20238,30.0,43.39,1301.7
9000644,500474,20012,43.0,11.83,508.69
9000645,500611,20121,37.0,17.32,640.84
9000646,500128,20143,48.0,16.18,776.64
9000647,500056,20171,23.0,35.17,808.91
9000648,500180,20246,1.0,29.68,29.68
9000649,500245,20246,19.0,22.85,434.15
9000650,500143,20044,46.0,22.94,1055.24
9000651,500050,20252,3.0,10.07,30.21
9000652,500367,20290,2.0,31.86,63.72
9000653,500458,20206,37.0,32.25,1193.25
9000654,500217,20006,17.0,79.41,1349.97
9000655,500615,20241,28.0,26.64,745.92
9000656,500894,20109,18.0,29.36,528.48
9000657,500566,20113,33.0,26.75,882.75
9000658,500256,20306,15.0,13.22,198.3
9000659,500857,20301,22.0,42.51,935.22
9000660,500155,20275,41.0,19.42,796.22
9000661,500564,20095,27.0,17.89,483.03
9000662,500441,20293,37.0,18.52,685.24
9000663,500840,20188,32.0,19.31,617.92
9000664,500698,20287,45.0,15.0,675.0
9000665,500875,20153,19.0,22.85,434.15
9000666,500661,20057,28.0,18.95,530.6
9000667,500775,20337,28.0,18.01,504.28
9000668,500761,20049,10.0,26.95,269.5
9000669,500809,20206,20.0,21.02,420.4
9000670,500722,20051,25.0,14.4,360.0
9000671,500024,20341,21.0,12.7,266.7
9000672,500805,20149,14.0,21.31,298.34
9000673,500852,20052,22.0,12.83,282.26
9000674,500663,20212,26.0,12.29,319.54
9000675,500535,20065,44.0,12.4,545.6
9000676,500763,20231,11.0,23.41,257.51
9000677,500059,20298,7.0,41.1,287.7
9000678,500466,88888888,17.0,24.75,420.75
9000679,500433,20150,18.0,34.2,615.6
9000680,500878,20204,7.0,19.26,134.82
9000681,500065,20319,20.0,21.87,437.4
9000682,500564,20254,38.0,54.15,2057.7
9000683,500105,20136,11.0,33.02,363.22
9000684,500095,20134,44.0,35.24,1550.56
9000685,500687,20053,16.0,17.14,274.24
9000686,500550,20064,27.0,20.02,540.54
9000687,500167,20001,11.0,25.62,281.82
9000688,500041,20131,16.0,13.96,223.36
9000689,500878,20333,23.0,4.87,112.01
9000690,500103,20031,12.0,25.48,305.76
9000691,500844,20242,40.0,35.76,1430.4
9000692,500203,20191,3.0,20.76,62.28
9000693,500519,20141,2.0,14.05,28.1
9000694,500281,20147,38.0,16.47,625.86
9000695,500042,20088,48.0,5.95,285.6
9000696,500109,20048,24.0,16.45,394.8
9000697,500209,20135,29.0,10.29,298.41
9000698,500748,20190,47.0,13.2,620.4
9000699,500867,20148,46.0,9.98,459.08
9000700,500830,20086,34.0,9.31,316.54
9000701,500048,20007,20.0,11.0,220.0
9000702,500114,20222,18.0,29.36,528.48
9000703,500154,20015,14.0,14.79,207.06
9000704,500648,20295,18.0,10.33,185.94
9000705,500502,20105,2.0,31.58,63.16
9000706,500678,20282,1.0,21.7,21.7
9000707,500832,20103,20.0,4.86,97.2
9000708,500710,20145,34.0,36.5,1241.0
9000709,500070,20034,41.0,20.97,859.77
9000710,500518,20112,41.0,31.89,1307.49
9000711,500711,20307,48.0,17.55,842.4
9000712,500335,20052,11.0,52.61,578.71
9000713,500066,20346,27.0,15.97,431.19
9000714,500492,20080,23.0,4.13,94.99
9000715,500649,20103,38.0,11.78,447.64
9000716,500753,20321,44.0,27.15,1194.6
9000717,500212,20241,3.0,22.1,66.3
9000718,500180,20030,12.0,18.66,223.92
9000719,500765,20316,30.0,11.11,333.3
9000720,500612,20191,31.0,20.31,629.61
9000721,500862,20232,23.0,19.91,457.93
9000722,500598,20097,1.0,19.79,19.79
9000723,500696,20033,41.0,27.73,1136.93
9000724,500602,20242,20.0,22.4,448.0
9000725,500247,20058,-9.0,17.26,103.56
9000726,500213,20258,11.0,11.01,121.11
9000727,500358,20016,35.0,45.42,1589.7
9000728,500248,20077,4.0,65.95,263.8
9000729,500637,20205,29.0,57.2,1658.8
9000730,500880,20301,10.0,30.55,305.5
9000731,500515,20165,29.0,7.35,213.15
9000732,500087,20290,38.0,6.83,259.54
9000733,500662,20111,1.0,14.45,14.45
9000734,500175,20316,40.0,19.44,777.6
9000735,500722,20144,8.0,18.96,151.68
9000736,500425,20155,38.0,22.56,857.28
9000737,500770,20177,17.0,8.71,148.07
9000738,500602,20345,19.0,52.69,1001.11
9000739,500770,20135,33.0,49.56,1635.48
9000740,500702,20314,15.0,9.14,137.1
9000741,500080,20017,45.0,6.57,295.65
9000742,500137,20154,31.0,19.03,589.93
9000743,500432,20271,21.0,42.83,899.43
9000744,500469,20265,3.0,19.7,59.1
9000745,500349,20331,2.0,23.48,46.96
9000746,500125,20015,35.0,15.43,540.05
9000747,500880,20011,41.0,21.93,899.13
9000748,500867,20074,16.0,35.4,566.4
9000749,500308,20211,45.0,25.72,1157.4
9000750,500854,20178,21.0,28.37,595.77
9000751,500229,20128,12.0,7.4,88.8
9000752,500459,20282,28.0,72.46,2028.88
9000753,500344,20194,12.0,7.46,89.52
9000754,500309,20267,33.0,22.06,727.98
9000755,500019,20029,20.0,18.35,367.0
9000756,500880,20008,40.0,18.84,753.6
9000757,500560,20308,49.0,33.85,1658.65
9000758,500646,20309,21.0,13.14,275.94
9000759,500540,20164,39.0,15.49,604.11
9000760,500559,20192,41.0,10.09,413.69
9000761,500476,20304,49.0,39.38,1929.62
9000762,500268,20259,42.0,23.56,989.52
9000763,500002,20191,36.0,29.44,1059.84
9000764,500769,20078,22.0,32.69,719.18
9000765,500015,20178,26.0,66.34,1724.84
9000766,500605,20090,7.0,59.75,418.25
9000767,500357,20214,7.0,24.38,170.66
9000768,500645,20078,8.0,22.08,176.64
9000769,500812,20102,26.0,14.6,379.6
9000770,500838,20110,24.0,31.39,753.36
9000771,500132,20313,24.0,30.7,736.8
9000772,500311,20246,40.0,12.97,518.8
9000773,500481,20233,48.0,30.93,1484.64
9000774,500894,20081,12.0,36.78,441.36
9000775,500543,20131,47.0,10.25,481.75
9000776,500304,20234,8.0,22.51,180.08
9000777,500268,20277,9.0,19.31,173.79
9000778,500413,20334,3.0,20.02,60.06
9000779,500024,20098,21.0,11.34,238.14
9000780,500315,20037,31.0,6.71,208.01
9000781,500570,20160,48.0,12.77,612.96
9000782,500724,20116,47.0,11.74,551.78
9000783,500667,20240,24.0,24.83,595.92
9000784,500825,20025,4.0,25.07,100.28
9000785,500275,20135,20.0,24.23,484.6
9000786,500388,20049,16.0,8.69,139.04
9000787,500721,20293,10.0,10.26,102.6
9000788,500443,20297,43.0,13.87,596.41
9000789,500426,20292,26.0,20.37,529.62
9000790,500056,20153,29.0,16.43,476.47
9000791,500696,20219,5.0,24.2,121.0
9000792,500565,20139,11.0,36.06,396.66
9000793,500720,20048,29.0,11.03,319.87
9000794,500367,20141,45.0,11.28,507.6
9000795,500341,20045,15.0,21.78,326.7
9000796,500804,20162,6.0,19.12,114.72
9000797,500851,20284,48.0,31.38,1506.24
9000798,500303,20267,15.0,20.18,302.7
9000799,500763,20115,43.0,57.07,2454.01
9000800,500373,20081,20.0,7.75,155.0
9000801,500815,20043,34.0,33.25,1130.5
9000802,500111,20193,2.0,22.64,45.28
9000803,500877,20257,44.0,8.66,381.04
9000804,500005,20272,16.0,5.81,92.96
9000805,500702,20273,19.0,10.23,194.37
9000806,500845,20277,34.0,41.49,1410.66
9000807,500278,20082,49.0,38.75,1898.75
9000808,500381,20057,14.0,18.59,260.26
9000809,500851,20052,24.0,16.16,387.84
9000810,500012,20000,28.0,12.02,336.56
9000811,500302,20215,48.0,17.95,861.6
9000812,500555,20316,32.0,15.11,483.52
9000813,500616,20227,37.0,56.03,2073.11
9000814,500159,20253,10.0,9.56,95.6
9000815,500153,20158,,25.42,1245.58
9000816,500753,20286,45.0,57.64,2593.8
9000817,500180,20065,48.0,31.97,2262.92
9000818,500525,20308,9.0,10.23,92.07
9000819,500179,20094,24.0,7.96,191.04
9000820,500376,20252,36.0,23.68,852.48
9000821,500803,20149,29.0,21.98,637.42
9000822,500775,20022,29.0,42.07,1220.03
9000823,500167,20243,48.0,27.91,1339.68
9000824,500213,20214,23.0,15.02,345.46
9000825,500149,20130,27.0,14.42,389.34
9000826,500015,20342,31.0,9.17,284.27
9000827,500090,20147,43.0,21.71,933.53
9000828,500119,20108,7.0,8.65,60.55
9000829,500252,20039,49.0,34.67,1698.83
9000830,500059,20120,45.0,28.6,1287.0
9000831,500265,20294,4.0,28.06,112.24
9000832,500408,20119,14.0,9.09,127.26
9000833,500030,20017,42.0,18.36,771.12
9000834,500020,20168,42.0,15.9,667.8
9000835,500730,20197,10.0,21.36,213.6
9000836,500592,20142,44.0,27.58,1213.52
9000837,500288,20036,34.0,14.76,501.84
9000838,500542,20185,26.0,15.1,392.6
9000839,500497,20260,23.0,30.2,694.6
9000840,500745,20230,9.0,10.2,91.8
9000841,500473,20253,37.0,12.83,474.71
9000842,500404,20328,8.0,20.16,161.28
9000843,500547,20296,14.0,34.46,482.44
9000844,500131,20009,7.0,11.23,78.61
9000845,500323,20323,7.0,58.78,411.46
9000846,500857,20229,9.0,8.93,80.37
9000847,500131,20023,3.0,50.92,152.76
9000848,500520,20077,14.0,41.25,577.5
9000849,500029,20192,17.0,8.52,144.84
9000850,500626,20108,44.0,7.54,331.76
9000851,500300,20279,22.0,30.94,680.68
9000852,500003,20262,46.0,16.02,736.92
9000853,500324,20328,26.0,10.98,285.48
9000854,500508,20267,28.0,59.56,1667.68
9000855,500236,20340,45.0,9.81,441.45
9000856,500534,20258,14.0,12.99,181.86
9000857,500015,20334,9.0,13.94,125.46
9000858,500533,20084,26.0,3.74,97.24
9000859,500583,20009,2.0,21.22,42.44
9000860,500815,20288,11.0,11.62,127.82
9000861,500445,20301,17.0,32.67,555.39
9000862,500502,20058,34.0,35.33,1201.22
9000863,500229,20307,19.0,23.08,438.52
9000864,500106,20261,39.0,23.24,906.36
9000865,500719,20284,18.0,22.16,398.88
9000866,500388,20118,13.0,13.19,171.47
9000867,500719,20167,5.0,13.89,69.45
9000868,500262,20188,23.0,44.43,1021.89
9000869,500562,20250,24.0,31.22,749.28
9000870,500064,20323,29.0,22.73,659.17
9000871,500264,20228,48.0,28.79,1381.92
9000872,500337,20189,47.0,19.36,909.92
9000873,500300,20315,8.0,22.44,179.52
9000874,500377,20123,26.0,28.69,745.94
9000875,500174,20083,15.0,5.79,86.85
9000876,500151,20296,1.0,34.59,34.59
9000877,500475,20214,28.0,33.14,927.92
9000878,500265,20236,49.0,12.57,615.93
9000879,500328,20112,47.0,42.37,1991.39
9000880,500815,20216,46.0,5.31,244.26
9000881,500162,20320,14.0,24.82,347.48
9000882,500437,20245,42.0,20.57,863.94
9000883,500342,20334,34.0,16.68,567.12
9000884,500366,20318,31.0,20.32,629.92
9000885,500464,20036,6.0,28.49,170.94
9000886,500749,20063,49.0,6.8,333.2
9000887,500198,20218,5.0,36.62,183.1
9000888,500499,20341,31.0,15.7,486.7
9000889,500015,20033,37.0,36.94,1366.78
9000890,500820,20038,15.0,29.55,443.25
9000891,500295,20066,15.0,15.51,232.65
9000892,500867,20208,43.0,19.15,823.45
9000893,500510,20317,5.0,19.84,99.2
9000894,500787,20343,28.0,52.65,1474.2
9000895,500238,20151,33.0,10.13,334.29
9000896,500580,20198,11.0,15.44,169.84
9000897,500300,20088,43.0,7.77,334.11
9000898,500005,20247,6.0,21.64,129.84
9000899,500219,20322,23.0,13.82,317.86
9000900,500765,20078,40.0,14.86,594.4
9000901,500452,20284,2.0,48.95,97.9
9000902,500432,20329,15.0,12.26,183.9
9000903,500806,20031,23.0,18.25,419.75
9000904,500869,20086,22.0,15.25,335.5
9000905,500385,20038,9.0,15.84,142.56
9000906,500618,20100,47.0,105.96,4980.12
9000907,500294,20243,40.0,7.09,283.6
9000908,500117,20231,30.0,29.56,886.8
9000909,500404,20067,16.0,86.18,1378.88
9000910,500679,20191,46.0,38.38,1765.48
9000911,500762,20027,47.0,20.66,971.02
9000912,500593,20269,30.0,9.94,298.2
9000913,500565,20225,45.0,43.94,1977.3
9000914,500751,20076,9.0,35.25,317.25
9000915,500877,20222,1.0,8.02,8.02
9000916,500011,20166,38.0,16.57,629.66
9000917,500208,20283,8.0,9.74,77.92
9000918,500164,20191,18.0,3.61,64.98
9000919,500877,20088,27.0,9.61,259.47
9000920,500293,20031,18.0,21.4,385.2
9000921,500518,20136,32.0,28.45,910.4
9000922,500077,20155,49.0,16.54,810.46
9000923,500433,20249,32.0,45.81,1465.92
9000924,500576,20094,48.0,37.25,1788.0
9000925,500613,20016,45.0,18.63,838.35
9000926,500868,20116,36.0,17.26,621.36
9000927,500811,20332,36.0,25.27,909.72
9000928,500798,20310,21.0,19.87,417.27
9000929,500682,20009,46.0,8.54,392.84
9000930,500076,20079,32.0,16.82,538.24
9000931,500047,20133,31.0,29.94,928.14
9000932,500766,20202,37.0,44.21,1635.77
9000933,500081,20115,16.0,35.73,571.68
9000934,500894,20219,46.0,24.55,1129.3
9000935,500720,20252,46.0,48.15,2214.9
9000936,500208,20168,14.0,25.9,362.6
9000937,500444,20334,24.0,19.05,457.2
9000938,500595,20315,25.0,48.78,1219.5
9000939,500521,20204,46.0,30.94,1423.24
9000940,500028,20297,35.0,43.87,1535.45
9000941,500303,20247,17.0,9.85,167.45
9000942,500464,20070,46.0,11.99,551.54
9000943,500501,20155,42.0,12.3,516.6
9000944,500445,20101,45.0,22.4,1008.0
9000945,500627,20012,4.0,,240.08
9000946,500489,20270,11.0,10.14,111.54
9000947,500780,20291,47.0,34.58,1625.26
9000948,500427,20219,15.0,9.76,146.4
9000949,500558,20014,30.0,71.56,2146.8
9000950,500358,20237,24.0,7.71,185.04
9000951,500090,20116,2.0,31.32,62.64
9000952,500052,20330,43.0,34.06,1464.58
9000953,500729,20055,34.0,29.14,990.76
9000954,500859,20131,23.0,11.87,273.01
9000955,500588,20225,31.0,10.66,330.46
9000956,500203,20307,37.0,43.1,1594.7
9000957,500555,20221,13.0,37.68,489.84
9000958,500155,20172,33.0,37.37,1233.21
9000959,500001,20339,7.0,40.19,281.33
9000960,500356,20284,32.0,7.99,255.68
9000961,500824,20308,7.0,7.85,54.95
9000962,500568,20156,42.0,13.43,564.06
9000963,500801,20150,38.0,15.06,572.28
9000964,500057,20184,44.0,14.13,621.72
9000965,500253,20177,13.0,23.72,308.36
9000966,500179,20020,24.0,39.22,941.28
9000967,500492,20111,28.0,16.84,471.52
9000968,500668,20170,32.0,12.31,393.92
9000969,500034,20137,43.0,32.71,1406.53
9000970,500074,20232,18.0,16.96,305.28
9000971,500288,20331,34.0,21.42,728.28
9000972,500370,20029,48.0,16.45,789.6
9000973,500586,20306,34.0,24.63,837.42
9000974,500328,20160,38.0,10.93,415.34
9000975,500589,20077,1.0,31.06,31.06
9000976,500766,20277,43.0,19.69,846.67
9000977,500776,20319,42.0,12.7,533.4
9000978,500303,20020,31.0,27.62,856.22
9000979,500578,20142,1.0,12.69,12.69
9000980,500220,20035,16.0,13.03,208.48
9000981,500163,20302,39.0,9.77,381.03
9000982,500479,20213,15.0,7.23,108.45
9000983,500454,20031,33.0,27.68,913.44
9000984,500374,20185,23.0,40.42,929.66
9000985,500219,20173,41.0,15.33,628.53
9000986,500683,20053,34.0,12.44,422.96
9000987,500253,20160,-5.0,6.77,115.09
9000988,500721,20249,25.0,5.45,136.25
9000989,500187,20250,42.0,31.06,1304.52
9000990,500190,20278,6.0,6.14,36.84
9000991,500388,20170,31.0,10.11,313.41
9000992,500214,20182,5.0,23.81,119.05
9000993,500374,20001,40.0,21.2,848.0
9000994,500085,20193,40.0,24.41,976.4
9000995,500473,20165,30.0,20.17,605.1
9000996,500617,20246,5.0,16.21,81.05
9000997,500843,20243,12.0,10.15,121.8
9000998,500807,20109,7.0,13.73,96.11
9000999,500530,20322,45.0,16.89,760.05
9001000,500046,20070,13.0,6.46,83.98
9001001,500064,20163,49.0,12.53,613.97
9001002,500474,20284,4.0,16.07,64.28
9001003,500145,20112,42.0,13.28,557.76
9001004,500797,20227,3.0,16.35,49.05
9001005,500381,20300,12.0,30.0,360.0
9001006,500065,20015,1.0,32.29,32.29
9001007,500516,20030,27.0,49.74,1342.98
9001008,500092,20161,43.0,8.13,349.59
9001009,500864,20305,13.0,15.6,202.8
9001010,500425,20192,17.0,41.95,713.15
9001011,500467,20209,8.0,7.05,56.4
9001012,500093,20231,32.0,9.92,317.44
9001013,500617,20183,20.0,13.88,277.6
9001014,500132,20014,17.0,68.48,1164.16
9001015,500433,20304,34.0,11.19,380.46
9001016,500340,20208,35.0,38.49,1347.15
9001017,500313,20171,35.0,19.75,691.25
9001018,500590,20265,38.0,10.1,383.8
9001019,500211,20019,42.0,107.76,4525.92
9001020,500519,20069,24.0,22.57,541.68
9001021,500158,20007,18.0,25.17,453.06
9001022,500267,20033,46.0,27.68,1273.28
9001023,500660,20223,48.0,26.42,1268.16
9001024,500861,20178,39.0,73.06,2849.34
9001025,500602,20245,33.0,58.65,1935.45
9001026,500747,20259,49.0,11.48,562.52
9001027,500473,20107,23.0,-67.44,1551.12
9001028,500800,20241,25.0,13.2,330.0
9001029,500409,20023,37.0,24.37,901.69
9001030,500473,20215,27.0,8.41,227.07
9001031,500355,20054,1.0,37.41,37.41
9001032,500679,20025,21.0,16.7,350.7
9001033,500192,20280,49.0,10.08,493.92
9001034,500698,20291,10.0,40.98,409.8
9001035,500270,20326,31.0,47.55,1474.05
9001036,500113,20185,44.0,48.52,2134.88
9001037,500896,20011,25.0,8.05,201.25
9001038,500522,20128,20.0,51.63,1032.6
9001039,500054,20207,2.0,16.77,33.54
9001040,500769,20132,48.0,68.78,3301.44
9001041,500064,20338,15.0,29.22,438.3
9001042,500683,20195,28.0,23.35,653.8
9001043,500271,20261,13.0,20.19,262.47
9001044,500501,20281,14.0,19.92,278.88
9001045,500661,20102,2.0,13.36,26.72
9001046,500361,20119,34.0,10.58,359.72
9001047,500145,20182,35.0,16.16,565.6
9001048,500208,20008,37.0,41.04,1518.48
9001049,500285,20044,25.0,8.69,217.25
9001050,500009,20243,48.0,44.9,2155.2
9001051,500738,20269,15.0,21.89,328.35
9001052,500185,20111,12.0,32.1,385.2
9001053,500573,20054,9.0,33.11,297.99
9001054,500596,20014,31.0,35.06,1086.86
9001055,500463,20036,14.0,20.36,285.04
9001056,500133,20177,29.0,20.73,601.17
9001057,500834,20126,48.0,34.35,1648.8
9001058,500808,20116,43.0,10.75,462.25
9001059,500170,20339,38.0,9.81,372.78
9001060,500212,20071,42.0,15.2,638.4
9001061,500529,20110,8.0,23.88,191.04
9001062,500825,20148,48.0,63.59,3052.32
9001063,500501,20184,3.0,20.67,62.01
9001064,500571,20104,2.0,66.69,133.38
9001065,500599,20146,16.0,27.37,437.92
9001066,500026,20220,19.0,15.3,290.7
9001067,500067,20313,30.0,39.97,1199.1
9001068,500789,20005,41.0,17.36,711.76
9001069,500407,20259,16.0,23.35,373.6
9001070,500551,20298,31.0,9.01,279.31
9001071,500108,20348,28.0,8.12,227.36
9001072,500073,20041,4.0,28.0,112.0
9001073,500577,20258,10.0,38.95,389.5
9001074,500679,20270,45.0,64.55,2904.75
9001075,500261,20046,18.0,12.36,222.48
9001076,500367,20084,47.0,48.34,2271.98
9001077,500785,20173,32.0,44.2,1414.4
9001078,500848,20057,30.0,14.96,448.8
9001079,500869,20198,36.0,46.19,1662.84
9001080,500236,20208,9.0,35.39,318.51
9001081,500726,20247,36.0,39.86,1434.96
9001082,500365,20210,29.0,73.73,2138.17
9001083,500285,20038,16.0,38.88,622.08
9001084,500377,20251,28.0,5.57,155.96
9001085,500660,20130,21.0,24.37,511.77
9001086,500829,20290,47.0,7.85,368.95
9001087,500375,20249,2.0,22.0,44.0
9001088,500618,20051,46.0,21.25,977.5
9001089,500652,20013,35.0,14.15,495.25
9001090,500075,20155,28.0,10.84,303.52
9001091,500008,20029,36.0,14.61,525.96
9001092,500195,20089,31.0,16.41,508.71
9001093,500806,20166,33.0,18.56,612.48
9001094,500791,20068,23.0,21.4,492.2
9001095,500892,20162,41.0,28.54,1170.14
9001096,500629,20241,17.0,16.65,283.05
9001097,500289,20051,46.0,43.28,1990.88
9001098,500060,20141,49.0,19.63,961.87
9001099,500388,20062,1.0,34.98,34.98
9001100,500846,20291,42.0,16.73,702.66
9001101,500817,20090,23.0,104.19,2396.37
9001102,500899,20151,48.0,26.59,1276.32
9001103,500562,20156,27.0,53.58,1446.66
9001104,500563,20308,25.0,13.25,331.25
9001105,500633,20149,32.0,15.36,491.52
9001106,500678,20327,19.0,17.27,328.13
9001107,500007,20270,24.0,88.57,2125.68
9001108,500368,20068,3.0,17.68,53.04
9001109,500044,20115,12.0,12.26,147.12
9001110,500343,20191,35.0,43.84,1534.4
9001111,500756,20003,15.0,20.81,312.15
9001112,500795,20074,17.0,17.62,299.54
9001113,500374,20297,32.0,13.93,445.76
9001114,500618,20240,7.0,26.93,188.51
9001115,500026,20029,19.0,38.0,722.0
9001116,500192,20142,7.0,32.23,225.61
9001117,500848,20325,5.0,15.07,75.35
9001118,500356,20182,40.0,11.1,444.0
9001119,500061,20015,21.0,1.8,37.8
9001120,500061,20110,48.0,11.39,546.72
9001121,500421,20200,48.0,16.07,771.36
9001122,500793,20106,47.0,19.39,911.33
9001123,500632,20161,7.0,17.07,119.49
9001124,500791,20282,37.0,107.83,3989.71
9001125,500550,20268,23.0,26.97,620.31
9001126,500379,20154,11.0,9.56,105.16
9001127,500276,20072,10.0,29.77,297.7
9001128,500605,20196,21.0,25.4,533.4
9001129,500430,20242,41.0,10.7,438.7
9001130,500114,20085,33.0,23.89,788.37
9001131,500687,20286,20.0,27.61,552.2
9001132,500120,20258,33.0,37.14,1225.62
9001133,500524,20285,40.0,6.92,276.8
9001134,500898,20148,35.0,29.63,1037.05
9001135,500415,20189,34.0,46.8,1591.2
9001136,500162,20216,36.0,62.34,2244.24
9001137,500786,20085,27.0,9.62,259.74
9001138,500687,20215,19.0,18.4,349.6
9001139,500336,20319,43.0,19.5,838.5
9001140,500378,20117,5.0,30.12,150.6
9001141,500323,20086,29.0,18.2,527.8
9001142,500172,20039,10.0,13.08,130.8
9001143,500786,20160,40.0,22.88,915.2
9001144,500063,20190,13.0,16.4,213.2
9001145,500100,20024,29.0,28.14,816.06
9001146,500321,20151,5.0,12.36,61.8
9001147,500065,20094,12.0,10.88,130.56
9001148,500842,20045,13.0,44.22,574.86
9001149,500556,20137,22.0,78.53,1727.66
9001150,500598,20287,40.0,59.94,2397.6
9001151,500457,20163,15.0,19.24,288.6
9001152,500578,20015,13.0,37.83,491.79
9001153,500452,20017,1.0,13.31,13.31
9001154,500258,20135,38.0,27.25,1035.5
9001155,500716,20246,43.0,14.15,608.45
9001156,500425,20247,45.0,42.69,1921.05
9001157,500177,20330,1.0,39.41,39.41
9001158,500279,20197,11.0,69.8,767.8
9001159,500343,20000,43.0,17.5,752.5
9001160,500016,20189,40.0,51.8,2072.0
9001161,500295,20293,22.0,27.22,598.84
9001162,500201,20044,35.0,21.01,735.35
9001163,500683,20336,44.0,24.59,1081.96
9001164,500773,20031,6.0,55.63,333.78
9001165,500193,20117,28.0,18.56,519.68
9001166,500148,20295,31.0,19.13,593.03
9001167,500374,20183,8.0,5.82,46.56
9001168,500887,20190,5.0,18.39,91.95
9001169,500034,20234,42.0,23.54,988.68
9001170,500368,20237,48.0,12.71,610.08
9001171,500028,20215,44.0,10.97,482.68
9001172,500774,20073,17.0,6.61,112.37
9001173,500220,20110,38.0,14.14,537.32
9001174,500052,20102,9.0,47.12,424.08
9001175,500790,20073,10.0,8.26,82.6
9001176,500352,20251,20.0,32.25,645.0
9001177,500391,20113,14.0,34.04,476.56
9001178,500075,20312,14.0,87.51,1225.14
9001179,500493,20329,26.0,37.45,973.7
9001180,500687,20338,29.0,35.61,1032.69
9001181,500521,20237,49.0,25.04,1226.96
9001182,500116,20172,27.0,20.1,542.7
9001183,500279,20078,25.0,33.49,837.25
9001184,500729,20092,16.0,42.49,679.84
9001185,500174,20049,36.0,22.25,801.0
9001186,500745,20284,34.0,43.6,1482.4
9001187,500763,20222,16.0,113.29,1812.64
9001188,500294,20080,33.0,20.96,691.68
9001189,500450,20265,3.0,21.31,63.93
9001190,500833,20154,23.0,19.01,437.23
9001191,500517,20232,11.0,21.76,239.36
9001192,500020,20315,48.0,41.84,2008.32
9001193,500072,20235,18.0,21.16,380.88
9001194,500841,20158,47.0,22.5,1057.5
9001195,500035,20315,41.0,17.29,708.89
9001196,500506,20250,44.0,26.94,1185.36
9001197,500898,20313,29.0,14.85,430.65
9001198,500232,20300,5.0,9.62,48.1
9001199,500727,20281,24.0,26.27,630.48
9001200,500496,20101,29.0,65.87,1910.23
9001201,500205,20050,29.0,16.88,489.52
9001202,500425,20051,26.0,10.75,279.5
9001203,500043,20208,40.0,63.4,2536.0
9001204,500090,20306,3.0,20.64,61.92
9001205,500827,20130,2.0,35.4,70.8
9001206,500469,20269,25.0,12.97,324.25
9001207,500604,20204,19.0,20.2,383.8
9001208,500466,20218,40.0,46.54,1861.6
9001209,500850,20256,2.0,21.72,43.44
9001210,500453,20184,19.0,21.89,415.91
9001211,500594,20144,1.0,8.22,8.22
9001212,500332,20177,27.0,32.21,869.67
9001213,500506,20013,45.0,12.53,563.85
9001214,500793,20245,49.0,39.32,1926.68
9001215,500469,20186,35.0,22.68,793.8
9001216,500020,20336,41.0,23.92,980.72
9001217,500227,20258,5.0,31.93,159.65
9001218,500375,20039,38.0,25.16,956.08
9001219,500129,20088,4.0,56.32,225.28
9001220,500686,20124,17.0,51.21,870.57
9001221,500619,20008,21.0,9.68,203.28
9001222,500413,20349,48.0,18.13,870.24
9001223,500794,20083,31.0,33.18,1028.58
9001224,500070,20020,48.0,11.41,547.68
9001225,500403,20280,22.0,7.84,172.48
9001226,500561,20171,11.0,12.73,140.03
9001227,500606,20024,34.0,18.74,637.16
9001228,500790,20102,49.0,1.75,85.75
9001229,500396,20189,15.0,10.3,154.5
9001230,500336,20235,10.0,6.91,69.1
9001231,500643,20312,38.0,39.96,1518.48
9001232,500504,20036,32.0,35.12,1123.84
9001233,500275,20271,48.0,23.74,1139.52
9001234,500891,20292,31.0,21.33,661.23
9001235,500012,20331,37.0,27.85,1030.45
9001236,500002,20151,44.0,11.03,485.32
9001237,500223,20281,28.0,42.59,1192.52
9001238,500174,20019,31.0,21.24,658.44
9001239,500898,20136,6.0,34.83,208.98
9001240,500384,20028,14.0,33.98,475.72
9001241,500601,20030,23.0,27.67,636.41
9001242,500240,20018,16.0,24.23,387.68
9001243,500546,20147,25.0,23.17,579.25
9001244,500013,20282,39.0,19.34,754.26
9001245,500194,20349,2.0,26.84,53.68
9001246,500396,20340,38.0,22.73,863.74
9001247,500430,20299,41.0,15.0,615.0
9001248,500305,20162,39.0,28.96,1129.44
9001249,500333,20112,34.0,23.77,808.18
9001250,500724,20149,40.0,41.51,1660.4
9001251,500409,20329,43.0,6.78,291.54
9001252,500002,20254,25.0,20.53,513.25
9001253,500690,20086,36.0,13.0,468.0
9001254,500551,20349,16.0,14.72,235.52
9001255,500451,20097,18.0,28.1,505.8
9001256,500675,20131,13.0,8.49,110.37
9001257,500818,20311,37.0,21.76,805.12
